id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
257,P300.20,RGB gaming mousepad,Become a gaming hero with this RGB gaming mousepad. Low friction surface ensures fast and precise tracking for both optical and laser sensor. The nylon mousepad is extra thick to ensure complete control and comfort during your gaming sessions. With anti-slip base to stay in place even in heated gaming moments. With integrated RGB lights that can be set in 15 different modes.  Durable 180 cm wear proof woven cable for extra-long lasting usage. The RGB light can be operated by touch control. Operating voltage: 5V. Item and cable are PVC free.,8.82,true,5,67,9,1
258,P300.24,Swiss Peak RCS recycled PU 10W wireless charging mousepad,"Luxury mouse pad with integrated 10W wireless charger. The charging area can also be used as a phone stand in the upright position. Made with RCS (Recycled Claim Standard) certified recycled materials. RCS certification ensures a completely certified supply chain of the recycled materials. The smooth and luxury surface upgrades any desk to a great work environment. Size: 29x 19x 2 cm. Extra thick for a perfect work experience.  Outer material made RCS GRS certified recycled PU. Total recycled content: 27,9 % based on total item weight. Supplied with 150 cm PVC free TPE material cable. Item and AccessoriesPVC free. Wireless charging compatible with Android latest generations, iPhone 8 and up Input: 9V/2A Wireless Output: 9V/1.1A.",25.76,true,5,60,10,1
259,P300.26,Swiss Peak RCS recycled PU foldable magnetic storage tray,Foldable and magnetic storage box made with RCS certified recycled PU. Total recycled content: 21% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. The storage box comes flat in the packaging and can easily be folded into a storage box with the integrated magnets. Perfect for your desk or your bedside table. Packed in FSC® mix packaging.,5.62,true,5,67,10,1
260,P300.32,Light up logo wireless mouse,Comfortable design and re-chargeable wireless mouse with option to engrave your logo that will light up for extra exposure your brand. The mouse has a re-chargeable 300 mah lithium poly battery that can be re-charged in three hours. Connection speed 125 HZ via the included and easy to install USB dongle. With left and right click button and middle scroll/click button. The sensitivity of the mouse can easily be adjusted to your personal preference. Compatible with all recent Windows and Mac operating systems,17.46,true,5,67,1,1
261,P301.04,Square key finder 2.0,Find lost items in seconds with this tiny wireless BT 4.0 key finder. It finds your phone and your wallet or keys with ease. The free and easy to use app will pinpoint the location of your misplaced item. It has a replaceable battery and low energy consumption for a lifetime of up to 3 months in standby mode. With selfie function. Compatible with IOS 10 and higher and Android 4.3.,12.84,true,5,67,1,1
262,P301.08,Philips ultra fast PD wall charger,"Philips super fast 30W wall adapter with power delivery. The charger comes with one USB 2A output port and one type C output that support power delivery fast charging. This will allow you to charge your mobile device in under one hour if it supports PD charging. Input 100-240V; Type-C output (PD): 5V/3A,9V/2A,12V/1.5A; USB output: 5V/2.4A (max12W) Total Power: 30W. Packed in Philips giftbox.",31.22,true,5,60,11,1
263,P301.10,UV-C steriliser box,"Multifunction UV-C steriliser that kills up to 99,9% of the bacteria placed inside the device. Simply place objects like earbuds, jewellery, watches and facemask inside the steriliser to sterilise them using UV-C technology. You can choose to do a quick clean in 90 seconds or a complete clean in 5 minutes. The 2 UV-C LED light inside is non-toxic and made without mercury like many UV lamps in the market. The design will also ensure that the UV-C led light will switch off automatically when the box is opened so the user will not be exposed to the UV-C light. The lights have a lifecycle of 10.000 hours. Including 100 cm PVC free TPE type C cable",6.58,true,5,67,1,1
264,P301.11,UV-C steriliser box with 5W wireless charger,"Multifunction UV-C steriliser that kills up to 99,9% of the bacteria placed inside the device. Simply place objects like earbuds, jewellery, watches and facemask inside the steriliser to sterilise them using UV-C technology. You can choose to do a quick clean in 90 seconds or a complete clean in 5 minutes. The 2 UV-C LED light inside is non-toxic and made without mercury like many UV lamps in the market. The design will also ensure that the UV-C led light will switch off automatically when the box is opened so the user will not be exposed to the UV-C light. The lights have a lifecycle of 10.000 hours. On top of the sterilizer is a 5W wireless charger to charge your mobile device. Including 100 cm PVC free TPE type C cable.  Input: 5V/1.5A; Output: 5/1A - 5W.",8.82,true,5,67,1,1
265,P301.12,UV-C humidifier,"Humidifier made from durable ABS with integrated internal UV-C light that will look good on any table top. The humidifier will produce a mist to keep any living space healthy with optimal air quality. In winter it will make sure there will be less dry air and in summer it will have a cooling function. The nozzle produces very little sound so it’s even suitable to use at night. The integrated UV light will kill up to 99,9% of potential harmful bacteria in the water before being sprayed. Including 2 extra cotton sticks to replace the original one. One cotton stick will last up to 8 months of permanent use.  Content: 200 ml that needs to be refilled after 4 hours of usage. UV-C wavelength 270nm-280nm. UV-C light will only be activated when item is closed. Including 120 cm PVC free TPE micro charging cable",0,true,5,67,1,1
266,P301.13,Rena UV-C steriliser box with 5W wireless charger,"Multifunction UV-C steriliser that kills up to 99,9% of the bacteria placed inside the device. Simply place objects like earbuds, jewellery, watches and facemask inside the steriliser to sterilise them using UV-C technology. You can choose to do a quick clean in 90 seconds or a complete clean in 5 minutes. The 2 UV-C LED light inside is non-toxic and made without mercury unlike many UV lamps in the market. The design also will make sure that the UV-C led light will switch off automatically when the box is opened so the user will not be exposed to the UV-C light. The lights have a lifecycle of 10.000 hours. On top of the steriliser is a bamboo material 5W wireless charger to charge your mobile device. Including 100 cm PVC free TPE type C cable.  Input: 5V/1.5A; Output: 5/1A - 5W. UV-C wavelength 270nm-280nm",9.92,true,5,67,5,1
267,P301.18,Philips ultra fast PD travel charger,"Philips ultra fast 30W PD travel charger. With convenient travel pouch.Comes with 4 plugs; integrated US plug and changeable AU, UK and EU plugs. Input: 100-240V, 50-60Hz 0.7A Output USB A 5V/2.4A Type-C 5V/3A, 9V/2A, 12V/1.5A. Packed in Philips giftbox.",38.44,true,5,60,11,1
268,P301.19,Findcard RCS recycled plastic item finder card,"Never lose your wallet again with the ultra-thin Findcard, featuring integrated Find My technology that connects seamlessly with Apple’s Find My app. With Findcard, you'll get an instant notification if you leave your wallet behind. Even if your wallet is completely lost, you can easily track it anywhere in the world using Apple’s Find My network. Once you're close by, you can activate a sound to find its exact location.Findcard runs on 3 cell batteries that last up to 1 year, offering long-lasting convenience without the need for recharging. At just 2 mm thickness , Findcard fits effortlessly into your wallet without adding bulk. Made with RCS recycled ABS, it has a lower environmental impact, with 40% of its total weight consisting of recycled content. The RCS certification ensures a fully certified supply chain of recycled materials. Findcard is packaged in FSC® mix gift packaging",20.6,true,5,67,1,1
269,P301.24,Magmount RCS recycled plastic and bamboo phone stand,"Foldable and compact magnetic phone stand with extra strong magnet. Compatible with all phones that come with an integrated magnet (iPhone 12 and higher) for Android compatible with phones that support QI2, other phones need a magnetic phone case.  The stand is made with RCS (Recycled Claim Standard) certified recycled ABS and natural bamboo. Total recycled content: 30% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials.",3.08,true,5,67,1,1
270,P301.25,Boost RCS reycled PET 20W type C 2 pcs charging set,"2 pcs 20W fast charging set for mobile devices and other small devices. With EU adapter with 20W USB C port and 120 cm recycled TPE 20W fast charging cable (USB C to USB /Lightning). The cable supports data transfer and also charging of larger devices like laptops. Adapter and cable made from RCS certified recycled PC, ABS and recycled TPE. Packed in pouch made from RCS certified recycled PET. Total recycled content of whole set: 59% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. Packed in FSC® packaging. PVC Free. Input wall charger AC 100-240V 50/60Hz 0.6A; Output wall charger USB-C :5.0V⎓3.0A,9.0V⎓2.22,12.0V⎓1.67A (20W Max);",21.86,true,5,60,1,1
271,P301.26,Surge RCS recyled PET 20W type C 3 pcs charging set,"3 pcs 20W fast charging set for mobile devices and other small devices. With EU adapter with 20W USB C port, 5000 mAh powerbank and 120cm recycled TPE 60W fast charging cable (USB C to USB /Lightning). The cable supports data transfer and also charging of larger devices like laptops. Adapter, powerbank and cable made from RCS certified recycled PC, ABS and recycled TPE. Packed in pouch made from RCS certified recycled PET. Total recycled content of whole set: 59% based on total item weight. RCS certification ensures a completely certified supply chain of the recycled materials. Packed in FSC® packaging. PVC Free. Input wall charger AC 100-240V 50/60Hz 0.6A; Output wall charger USB-C :5.0V⎓3.0A,9.0V⎓2.22,12.0V⎓1.67A (20W Max). Output powerbank 5V⎓2.4A -USB-C Input: 5V⎓2.4A",38.74,true,5,60,1,1
